"","English.Word","anger","anticipation","disgust","fear","joy","negative","positive","sadness","surprise","trust","Spanish.Word"
"3555","digress",0,1,0,0,0,1,0,0,0,0,"divagar"
"3556","digs",0,0,0,0,0,0,0,0,0,0,"alojamiento"
"3557","dike",0,0,0,1,0,0,0,0,0,0,"dique"
"3558","dilapidated",0,0,1,0,0,1,0,1,0,0,"arruinado"
"3559","dilatation",0,0,0,0,0,0,0,0,0,0,"dilatación"
"3560","dilation",0,0,0,0,0,0,0,0,0,0,"dilatación"
"3561","dilemma",0,0,0,0,0,0,0,0,0,0,"dilema"
"3562","diligence",0,0,0,0,0,0,1,0,0,1,"diligencia"
"3563","diligent",0,0,0,0,0,0,0,0,0,0,"diligente"
"3564","diluent",0,0,0,0,0,0,0,0,0,0,"diluente"
"3565","dilute",0,0,0,0,0,1,0,0,0,0,"diluido"
"3566","diluted",0,0,0,0,0,0,0,0,0,0,"diluido"
"3567","dilution",0,0,0,0,0,0,0,0,0,0,"dilución"
"3568","dime",0,0,0,0,0,0,0,0,0,0,"diez centavos"
"3569","dimension",0,0,0,0,0,0,0,0,0,0,"dimensión"
"3570","diminish",0,0,0,0,0,1,0,1,0,0,"disminuir"
"3571","diminished",0,0,0,0,0,1,0,0,0,0,"disminuido"
"3572","diminution",0,0,0,0,0,0,0,0,0,0,"disminución"
"3573","diminutive",0,0,0,0,0,0,0,0,0,0,"diminutivo"
"3574","din",0,0,0,0,0,1,0,0,0,0,"estruendo"
"3575","dine",0,0,0,0,0,0,0,0,0,0,"cenar"
"3576","diner",0,0,0,0,0,0,0,0,0,0,"cena"
"3577","dinner",0,0,0,0,0,0,1,0,0,0,"cena"
"3578","dinosaur",0,0,0,1,0,0,0,0,0,0,"dinosaurio"
"3579","dint",0,0,0,0,0,0,0,0,0,0,"fuerza de"
"3580","diocesan",0,0,0,0,0,0,0,0,0,0,"diocesano"
"3581","diocese",0,0,0,0,0,0,0,0,0,0,"diócesis"
"3582","diorama",0,0,0,0,0,0,0,0,0,0,"diorama"
"3583","dip",0,0,0,0,0,0,0,0,0,0,"aderezo"
"3584","diploma",0,0,0,0,0,0,0,0,0,0,"diploma"
"3585","diplomacy",0,1,0,0,0,0,1,0,0,1,"diplomacia"
"3586","diplomat",0,0,0,0,0,0,0,0,0,0,"diplomático"
"3587","diplomatic",0,0,0,0,0,0,1,0,0,1,"diplomático"
"3588","dire",0,0,1,1,0,1,0,1,1,0,"terrible"
"3589","directed",0,0,0,0,0,0,0,0,0,0,"dirigido"
"3590","direction",0,0,0,0,0,0,0,0,0,0,"dirección"
"3591","directly",0,0,0,0,0,0,0,0,0,0,"directamente"
"3592","director",0,0,0,0,0,0,1,0,0,1,"director"
"3593","directory",0,0,0,0,0,0,0,0,0,0,"directorio"
"3594","dirt",0,0,1,0,0,1,0,0,0,0,"suciedad"
"3595","dirty",0,0,1,0,0,1,0,0,0,0,"sucio"
"3596","disability",0,0,0,0,0,1,0,1,0,0,"discapacidad"
"3597","disable",0,0,0,1,0,1,0,1,0,0,"deshabilitar"
"3598","disabled",0,0,0,1,0,1,0,1,0,0,"desactivado"
"3599","disadvantage",0,0,0,0,0,0,0,0,0,0,"desventaja"
"3600","disaffected",0,0,0,0,0,1,0,0,0,0,"desafecto"
"3601","disagree",1,0,0,0,0,1,0,0,0,0,"discrepar"
"3602","disagreeable",0,0,0,0,0,0,0,0,0,0,"desagradable"
"3603","disagreeing",1,0,0,0,0,1,0,1,0,0,"en desacuerdo"
"3604","disagreement",1,0,0,0,0,1,0,1,0,0,"desacuerdo"
"3605","disallow",0,0,0,0,0,0,0,0,0,0,"rechazar"
"3606","disallowed",1,0,1,1,0,1,0,1,0,0,"no permitido"
"3607","disappear",0,0,0,1,0,0,0,0,0,0,"desaparecer"
"3608","disappearance",0,0,0,0,0,0,0,0,0,0,"desaparición"
"3609","disappearing",0,0,0,0,0,0,0,0,0,0,"desapareciendo"
"3610","disappoint",1,0,1,0,0,1,0,1,0,0,"decepcionar"
"3611","disappointed",1,0,1,0,0,1,0,1,0,0,"decepcionado"
"3612","disappointing",0,0,0,0,0,1,0,1,0,0,"decepcionante"
"3613","disappointment",0,0,1,0,0,1,0,1,0,0,"decepción"
"3614","disapproval",0,0,0,0,0,1,0,1,0,0,"desaprobación"
"3615","disapprove",1,0,1,1,0,1,0,1,0,0,"desaprobar"
"3616","disapproved",1,0,0,0,0,1,0,1,0,0,"desaprobado"
"3617","disapproving",1,0,1,0,0,1,0,1,0,0,"desaprobando"
"3618","disarm",0,0,0,0,0,0,0,0,0,0,"desarmar"
"3619","disarray",0,0,0,0,0,0,0,0,0,0,"desorden"
"3620","disaster",1,0,1,1,0,1,0,1,1,0,"desastre"
"3621","disastrous",1,0,0,1,0,1,0,1,0,0,"desastroso"
"3622","disband",0,0,0,0,0,0,0,0,0,0,"disolver"
"3623","disbelief",0,0,0,0,0,0,0,0,0,0,"incredulidad"
"3624","disbelieve",0,0,0,0,0,1,0,0,0,0,"no creer"
"3625","disburse",0,0,0,0,0,0,0,0,0,0,"desembolsar"
"3626","disbursement",0,0,0,0,0,0,0,0,0,0,"desembolso"
"3627","disc",0,0,0,0,0,0,0,0,0,0,"desct"
"3628","discarded",0,0,0,0,0,0,0,0,0,0,"descartado"
"3629","discards",0,0,0,0,0,1,0,0,0,0,"descartes"
"3630","discern",0,0,0,0,0,0,0,0,0,0,"discernir"
"3631","discernible",0,0,0,0,0,0,0,0,0,0,"discernible"
"3632","discerning",0,0,0,0,0,0,0,0,0,0,"perspicaz"
"3633","discernment",0,0,0,0,0,0,0,0,0,0,"discernimiento"
"3634","discharge",0,0,0,0,0,1,0,0,0,0,"descarga"
"3635","disciple",0,0,0,0,0,0,0,0,0,1,"discípulo"
"3636","discipline",0,0,0,1,0,1,0,0,0,0,"disciplina"
"3637","disclaim",1,0,1,0,0,1,0,0,0,1,"negar"
"3638","disclaimer",0,0,0,0,0,0,0,0,0,0,"Descargo de responsabilidad"
"3639","disclose",0,0,0,0,0,0,0,0,0,0,"revelar"
"3640","disclosed",0,0,0,0,0,0,0,0,0,1,"revelado"
"3641","disclosure",0,0,0,0,0,0,0,0,0,0,"divulgación"
"3642","discoloration",0,0,1,0,0,1,0,0,0,0,"descoloramiento"
"3643","discolored",0,0,1,0,0,1,0,1,0,0,"descolorado"
"3644","discomfort",0,0,0,0,0,1,0,1,0,0,"malestar"
"3645","disconnect",0,0,0,0,0,1,0,1,0,0,"desconectar"
"3646","disconnected",0,0,0,0,0,1,0,1,0,0,"desconectado"
"3647","disconnection",0,0,0,0,0,1,0,0,0,0,"desconexión"
"3648","discontent",1,0,1,1,0,1,0,1,0,0,"descontento"
"3649","discontinuance",0,0,0,0,0,0,0,0,0,0,"discontinuación"
"3650","discontinue",0,0,0,0,0,1,0,0,0,0,"discontinuar"
"3651","discontinuity",0,0,1,1,0,1,0,1,0,0,"discontinuidad"
"3652","discontinuous",0,0,0,0,0,0,0,0,0,0,"discontinuo"
"3653","discord",1,0,1,0,0,1,0,0,0,0,"discordia"
"3654","discount",0,0,0,0,0,0,0,0,0,0,"descuento"
"3655","discounted",0,0,0,0,0,0,0,0,0,0,"con descuento"
"3656","discourage",0,0,0,1,0,1,0,1,0,0,"desalentar"
"3657","discouraged",0,0,0,0,0,0,0,0,0,0,"desanimado"
"3658","discouragement",0,0,0,0,0,1,0,0,0,0,"desánimo"
"3659","discourse",0,0,0,0,0,0,0,0,0,0,"discurso"
"3660","discover",0,0,0,0,0,0,0,0,0,0,"descubrir"
"3661","discovery",0,0,0,0,0,0,1,0,0,0,"descubrimiento"
"3662","discredit",0,0,0,0,0,1,0,0,0,0,"descrédito"
"3663","discreet",0,1,0,0,0,0,1,0,0,0,"discreto"
"3664","discrepancy",0,0,0,0,0,0,0,0,0,0,"discrepancia"
"3665","discrete",0,0,0,0,0,0,0,0,0,0,"discreto"
"3666","discretion",0,1,0,0,0,0,1,0,0,1,"discreción"
"3667","discretionary",0,0,0,0,0,0,1,0,0,0,"discrecional"
"3668","discriminate",1,0,0,0,0,1,0,1,0,0,"discriminar"
"3669","discriminating",0,0,1,0,0,1,0,0,0,0,"discriminante"
"3670","discrimination",1,0,1,1,0,1,0,1,0,0,"discriminación"
"3671","discus",0,0,0,0,0,0,0,0,0,0,"disco"
"3672","discuss",0,0,0,0,0,0,0,0,0,0,"conversar"
"3673","discussion",0,0,0,0,0,0,1,0,0,0,"discusión"
"3674","disdain",1,0,1,0,0,1,0,0,0,0,"desdén"
"3675","disease",1,0,1,1,0,1,0,1,0,0,"enfermedad"
"3676","diseased",0,0,1,1,0,1,0,1,0,0,"enfermo"
"3677","disembodied",0,0,0,1,0,1,0,1,0,0,"incorpóreo"
"3678","disengage",0,0,0,0,0,0,0,0,0,0,"desacoplar"
"3679","disengagement",0,0,0,0,0,1,0,0,0,0,"retirada"
"3680","disfigured",1,0,1,1,0,1,0,1,0,0,"desfigurado"
"3681","disgrace",1,0,1,0,0,1,0,1,0,0,"desgracia"
"3682","disgraced",1,0,1,0,0,1,0,1,0,0,"deshonrado"
"3683","disgraceful",1,0,1,0,0,1,0,0,0,0,"vergonzoso"
"3684","disgruntled",1,0,1,0,0,1,0,1,0,0,"descontento"
"3685","disguise",0,0,0,0,0,0,0,0,0,0,"ocultar"
"3686","disguised",0,0,0,0,0,0,0,0,0,0,"disfrazado"
"3687","disgust",1,0,1,1,0,1,0,1,0,0,"asco"
"3688","disgusting",1,0,1,1,0,1,0,0,0,0,"desagradable"
"3689","dish",0,0,0,0,0,0,0,0,0,0,"plato"
"3690","disheartened",0,0,0,0,0,1,0,1,0,0,"desanimado"
"3691","disheartening",0,0,0,0,0,1,0,1,0,0,"descorazonador"
"3692","dishonest",1,0,1,0,0,1,0,1,0,0,"deshonesto"
"3693","dishonesty",0,0,1,0,0,1,0,0,0,0,"deshonestidad"
"3694","dishonor",1,0,1,1,0,1,0,1,0,0,"deshonra"
"3695","disillusionment",1,0,1,0,0,1,0,1,0,0,"desilusión"
"3696","disinfect",0,0,0,0,0,0,0,0,0,0,"desinfectar"
"3697","disinfectant",0,0,0,0,0,0,0,0,0,0,"desinfectante"
"3698","disinfection",0,0,0,0,0,0,1,0,0,0,"desinfección"
"3699","disinformation",1,0,0,1,0,1,0,0,0,0,"desinformación"
"3700","disingenuous",0,0,1,0,0,1,0,0,0,0,"falso"
"3701","disintegrate",0,0,1,1,0,1,0,0,0,0,"desintegrarse"
"3702","disintegration",0,0,0,0,0,1,0,0,0,0,"desintegración"
"3703","disinterested",0,0,0,0,0,1,0,0,0,0,"desinteresado"
"3704","disjoint",0,0,0,0,0,0,0,0,0,0,"desarticular"
"3705","disjointed",0,0,0,0,0,0,0,0,0,0,"inconexo"
"3706","disjunctive",0,0,0,0,0,0,0,0,0,0,"disyuntivo"
"3707","disk",0,0,0,0,0,0,0,0,0,0,"disco"
"3708","diskette",0,0,0,0,0,0,0,0,0,0,"disquete"
"3709","dislike",1,0,1,0,0,1,0,0,0,0,"disgusto"
"3710","disliked",1,0,0,0,0,1,0,1,0,0,"disgustado"
"3711","dislocated",1,0,1,1,0,1,0,1,0,0,"dislocado"
"3712","dislocation",0,0,0,0,0,0,0,0,0,0,"dislocación"
"3713","dislodge",0,0,0,0,0,0,0,0,0,0,"desalojar"
"3714","dismal",0,0,1,1,0,1,0,1,0,0,"triste"
"3715","dismay",1,1,0,1,0,1,0,1,1,0,"consternación"
"3716","dismemberment",0,0,1,1,0,1,0,1,0,0,"desmembramiento"
"3717","dismiss",0,0,0,0,0,0,0,0,0,0,"despedir"
"3718","dismissal",1,0,1,1,0,1,0,1,1,0,"despido"
"3719","dismount",0,0,0,0,0,0,0,0,0,0,"desmontar"
"3720","disobedience",1,0,1,0,0,1,0,0,0,0,"desobediencia"
"3721","disobedient",1,0,0,0,0,1,0,0,0,0,"desobediente"
"3722","disobey",1,0,1,0,0,1,0,0,0,0,"desobedecer"
"3723","disorder",0,0,0,1,0,1,0,0,0,0,"trastorno"
"3724","disorderly",0,0,0,0,0,1,0,0,0,0,"desordenado"
"3725","disorganized",0,0,0,0,0,1,0,0,0,0,"desestructurado"
"3726","disparage",1,0,1,0,0,1,0,1,0,0,"menospreciar"
"3727","disparaging",1,0,1,0,0,1,0,1,0,0,"despectivo"
"3728","disparate",0,0,0,0,0,0,0,0,0,0,"dispar"
"3729","disparity",1,0,1,0,0,1,0,1,0,0,"disparidad"
"3730","dispassionate",0,0,0,0,0,1,0,1,0,0,"desapasionado"
"3731","dispatch",0,0,0,0,0,0,0,0,0,0,"despacho"
"3732","dispel",0,0,0,0,0,1,0,1,0,0,"disipar"
"3733","dispensation",0,0,0,0,0,0,0,0,0,0,"dispensa"
"3734","dispense",0,0,0,0,0,0,0,0,0,0,"dispensar"
"3735","disperse",0,0,0,0,0,0,0,0,0,0,"dispersar"
"3736","dispersed",0,0,0,0,0,0,0,0,0,0,"disperso"
"3737","dispersion",0,0,0,0,0,1,0,0,0,0,"dispersión"
"3738","displace",0,0,0,0,0,1,0,0,0,0,"desplazar"
"3739","displaced",1,0,0,1,0,0,0,1,0,0,"desplazado"
"3740","displacement",0,0,0,0,0,0,0,0,0,0,"desplazamiento"
"3741","display",0,0,0,0,0,0,0,0,0,0,"monitor"
"3742","displeased",1,0,1,1,0,1,0,1,0,0,"disgustado"
"3743","displeasure",0,0,1,0,0,1,0,0,0,0,"disgusto"
"3744","disposal",0,0,0,0,0,1,0,0,0,0,"desecho"
"3745","dispose",0,0,1,0,0,0,0,0,0,0,"disponer"
"3746","disposed",0,1,0,0,0,0,1,0,0,1,"dispuesto"
"3747","disposition",0,0,0,0,0,0,0,0,0,0,"disposición"
"3748","dispossessed",1,0,0,1,0,1,0,1,0,0,"desposeído"
"3749","disprove",0,0,0,0,0,0,0,0,0,0,"refutar"
"3750","dispute",1,0,0,0,0,1,0,0,0,0,"disputar"
"3751","disqualification",0,0,0,0,0,1,0,0,0,0,"descalificación"
"3752","disqualified",1,0,1,0,0,1,0,1,0,0,"descalificado"
"3753","disqualify",0,0,0,0,0,1,0,1,0,0,"descalificar"
"3754","disregard",0,0,0,0,0,1,0,0,0,0,"indiferencia"
"3755","disregarded",0,0,1,0,0,1,0,0,0,0,"ignorado"
"3756","disreputable",1,0,1,1,0,1,0,0,0,0,"de mala fama"
"3757","disrepute",0,0,0,0,0,0,0,0,0,0,"mala fama"
"3758","disrespect",1,0,0,0,0,1,0,0,0,0,"falta de respeto"
"3759","disrespectful",1,0,1,1,0,1,0,1,0,0,"irrespetuoso"
"3760","disruption",1,0,0,1,0,1,0,0,1,0,"ruptura"
"3761","dissatisfaction",0,0,0,0,0,1,0,0,0,0,"insatisfacción"
"3762","dissatisfied",0,0,0,0,0,0,0,0,0,0,"insatisfecho"
"3763","dissect",0,0,0,0,0,0,0,0,0,0,"disecar"
"3764","dissection",0,0,1,0,0,0,0,0,0,0,"disección"
"3765","disseminate",0,0,0,0,0,0,1,0,0,0,"diseminar"
"3766","dissemination",0,0,0,0,0,0,0,0,0,0,"diseminación"
"3767","dissension",1,0,0,0,0,1,0,0,0,0,"disensión"
"3768","dissent",0,0,0,0,0,0,0,0,0,0,"disentimiento"
"3769","dissenting",0,0,0,0,0,1,0,0,0,0,"disidente"
"3770","dissertation",0,0,0,0,0,0,0,0,0,0,"disertación"
"3771","disservice",1,0,1,0,0,1,0,1,0,0,"deservicio"
"3772","dissident",1,0,0,1,0,1,0,0,0,0,"disidente"
"3773","dissimilar",0,0,0,0,0,0,0,0,0,0,"disímil"
"3774","dissipate",0,0,0,0,0,0,0,0,0,0,"disipar"
"3775","dissipated",0,0,0,0,0,0,0,0,0,0,"disipado"
"3776","dissociation",0,0,0,0,0,0,0,0,0,0,"disociación"
"3777","dissolution",1,0,0,1,0,1,0,1,1,0,"disolución"
"3778","dissolve",0,0,0,0,0,0,0,0,0,0,"disolver"
"3779","dissonance",1,0,0,0,0,1,0,0,0,0,"disonancia"
"3780","dissuade",0,0,0,0,0,0,0,0,0,0,"disuadir"
"3781","distal",0,0,0,0,0,0,0,0,0,0,"distal"
"3782","distance",0,0,0,0,0,0,0,0,0,0,"distancia"
"3783","distant",0,0,0,0,0,0,0,0,0,0,"distante"
"3784","distaste",0,0,1,0,0,1,0,0,0,0,"disgusto"
"3785","distasteful",0,0,1,0,0,1,0,0,0,0,"desagradable"
"3786","distillate",0,0,0,0,0,0,0,0,0,0,"destilar"
"3787","distillation",0,0,0,0,0,0,1,0,0,0,"destilación"
"3788","distinction",0,0,0,0,0,0,1,0,0,0,"distinción"
"3789","distinctive",0,0,0,0,0,0,0,0,0,0,"distintivo"
"3790","distinguish",0,0,0,0,0,0,0,0,0,0,"distinguir"
"3791","distinguishable",0,0,0,0,0,0,0,0,0,0,"distinguible"
"3792","distinguished",0,0,0,0,0,0,0,0,0,0,"distinguido"
"3793","distinguishing",0,0,0,0,0,0,0,0,0,0,"distintivo"
"3794","distorted",0,0,1,0,0,1,0,0,0,0,"distorsionado"
"3795","distortion",0,0,0,0,0,1,0,0,0,0,"distorsión"
"3796","distract",0,0,0,0,0,1,0,0,0,0,"distraer"
"3797","distracted",1,0,0,0,0,1,0,0,0,0,"distraído"
"3798","distracting",1,1,0,0,0,1,0,0,0,0,"distrayendo"
"3799","distraction",0,0,0,0,0,1,0,0,0,0,"distracción"
"3800","distraught",0,0,0,0,0,1,0,1,0,0,"loco"
"3801","distress",1,0,1,1,0,1,0,1,1,0,"angustia"
"3802","distressed",0,0,0,1,0,1,0,0,0,0,"afligido"
"3803","distressing",1,0,0,1,0,1,0,0,0,0,"angustioso"
"3804","distribute",0,0,0,0,0,0,0,0,0,0,"distribuir"
"3805","distribution",0,0,0,0,0,0,0,0,0,0,"distribución"
"3806","district",0,0,0,0,0,0,0,0,0,0,"distrito"
"3807","distrust",1,0,1,1,0,1,0,0,0,0,"desconfianza"
"3808","disturbance",1,0,0,1,0,1,0,1,1,0,"disturbio"
"3809","disturbed",1,0,0,0,0,1,0,1,0,0,"perturbado"
"3810","disuse",0,0,0,0,0,1,0,0,0,0,"desuso"
"3811","disused",1,0,0,0,0,1,0,0,0,0,"en desuso"
"3812","ditch",0,0,0,0,0,0,0,0,0,0,"abandone"
"3813","ditto",0,0,0,0,0,0,0,0,0,0,"ídem"
"3814","ditty",0,0,0,0,1,0,1,0,0,0,"cancioneta"
"3815","diurnal",0,0,0,0,0,0,0,0,0,0,"diurno"
"3816","divan",0,0,0,0,0,0,0,0,0,1,"diván"
"3817","dive",0,0,0,0,0,0,0,0,0,0,"bucear"
"3818","diver",0,0,0,0,0,0,0,0,0,0,"buzo"
"3819","diverge",0,0,0,0,0,0,0,0,0,0,"divergir"
"3820","divergence",0,0,0,0,0,0,0,0,0,0,"divergencia"
"3821","divergent",0,0,0,0,0,1,0,0,1,0,"divergente"
"3822","diverging",0,0,0,0,0,0,0,0,0,0,"divergente"
"3823","divers",0,0,0,0,0,0,0,0,0,0,"diversos"
"3824","diverse",0,0,0,0,0,1,1,0,0,0,"diverso"
"3825","diversified",0,0,0,0,0,0,1,0,0,0,"diversificado"
"3826","diversify",0,0,0,0,0,0,0,0,0,0,"diversificar"
"3827","diversion",0,0,0,0,0,0,1,0,1,0,"desviación"
"3828","diversity",0,0,0,0,0,0,0,0,0,0,"diversidad"
"3829","divert",0,0,0,0,0,0,0,0,0,0,"desviar"
"3830","diverting",0,0,0,0,0,0,0,0,0,0,"divertido"
"3831","divest",0,0,0,0,0,0,0,0,0,0,"despojar"
"3832","divested",0,0,0,0,0,1,0,0,0,0,"desinvertido"
"3833","divestment",0,0,0,0,0,1,0,0,0,0,"despojo"
"3834","divide",0,0,0,0,0,0,0,0,0,0,"dividir"
"3835","divided",0,0,0,0,0,0,0,0,0,0,"dividido"
"3836","dividend",0,0,0,0,0,0,0,0,0,0,"dividendo"
"3837","divination",0,1,0,0,0,0,0,0,0,0,"Adivinación"
"3838","divine",0,0,0,0,0,0,0,0,0,0,"divino"
"3839","divinity",0,0,0,0,0,0,1,0,0,0,"divinidad"
"3840","divisible",0,0,0,0,0,0,0,0,0,0,"divisible"
"3841","division",0,0,0,0,0,0,0,0,0,0,"división"
"3842","divisor",0,0,0,0,0,0,0,0,0,0,"divisor"
"3843","divorce",1,0,1,1,0,1,0,1,1,1,"divorcio"
"3844","divulge",0,0,0,0,0,0,0,0,0,0,"divulgar"
"3845","dizziness",0,0,0,0,0,1,0,0,0,0,"mareo"
"3846","dizzy",0,0,0,0,0,1,0,0,0,0,"mareado"
"3847","docile",0,0,0,0,0,0,0,0,0,0,"dócil"
"3848","dock",0,0,0,0,0,0,0,0,0,0,"muelle"
"3849","docked",0,0,0,0,0,1,0,0,0,0,"atracado"
"3850","docket",0,0,0,0,0,0,0,0,0,0,"legajo"
"3851","doctor",0,0,0,0,0,0,1,0,0,1,"médico"
"3852","doctrinal",0,0,0,0,0,0,0,0,0,0,"doctrinal"
"3853","doctrine",0,0,0,0,0,0,0,0,0,1,"doctrina"
"3854","document",0,0,0,0,0,0,0,0,0,0,"documento"
"3855","documentary",0,0,0,0,0,0,0,0,0,0,"documental"
"3856","dodge",0,0,0,0,0,0,0,0,0,0,"esquivar"
"3857","dodging",0,0,0,0,0,0,0,0,0,0,"regate"
"3858","doe",0,0,0,0,0,0,0,0,0,0,"gama"
"3859","doer",0,0,0,0,0,0,1,0,0,0,"hacedor"
"3860","dog",0,0,0,0,0,0,0,0,0,0,"perro"
"3861","dogged",0,0,0,0,0,0,1,0,0,0,"obstinado"
"3862","dogma",0,0,0,0,0,0,0,0,0,1,"dogma"
"3863","dogmatic",0,0,0,0,0,0,0,0,0,0,"dogmático"
"3864","doings",0,0,0,0,0,0,0,0,0,0,"hechos"
"3865","doit",0,0,0,0,0,1,0,0,0,0,"hazlo"
"3866","doldrums",0,0,0,0,0,1,0,1,0,0,"zona de las calmas ecuatoriales"
"3867","dole",0,0,0,0,0,1,0,1,0,0,"limosna"
"3868","doll",0,0,0,0,1,0,0,0,0,0,"muñeca"
"3869","dollar",0,0,0,0,0,0,0,0,0,0,"dólar"
"3870","dolor",0,0,0,0,0,1,0,1,0,0,"dolor"
"3871","dolphin",0,0,0,0,1,0,1,0,1,1,"delfín"
"3872","domain",0,0,0,0,0,0,0,0,0,0,"dominio"
"3873","dome",0,0,0,0,0,0,0,0,0,0,"Hazme"
"3874","domestic",0,0,0,0,0,0,0,0,0,0,"Doméstico"
"3875","domesticated",0,0,0,0,0,0,0,0,0,0,"domesticado"
"3876","domestication",0,0,0,0,0,0,0,0,0,0,"domesticación"
"3877","domicile",0,0,0,0,0,0,0,0,0,0,"domicilio"
"3878","domiciled",0,0,0,0,0,0,0,0,0,0,"domiciliado"
"3879","dominance",0,0,0,0,0,0,0,0,0,0,"dominio"
"3880","dominant",0,0,0,1,0,1,0,0,0,0,"dominante"
"3881","dominate",1,0,0,1,0,1,1,0,0,0,"dominar"
"3882","dominating",0,0,0,0,0,0,0,0,0,0,"dominante"
"3883","domination",1,0,0,1,0,1,0,1,0,0,"dominación"
"3884","dominion",0,0,0,1,0,0,0,0,0,1,"dominio"
"3885","domino",0,0,0,0,0,0,0,0,0,0,"dominó"
"3886","don",0,0,0,0,0,0,1,0,0,1,"don"
"3887","donation",0,0,0,0,0,0,1,0,0,0,"donación"
"3888","donkey",0,0,1,0,0,1,0,0,0,0,"Burro"
"3889","donor",0,0,0,0,0,0,0,0,0,0,"donante"
"3890","doodle",0,0,0,0,0,1,0,0,0,0,"garabatear"
"3891","doom",0,0,0,1,0,1,0,0,0,0,"condenar"
"3892","doomed",0,0,0,1,0,1,0,1,0,0,"condenado"
"3893","doomsday",1,1,1,1,0,1,0,1,0,0,"Día del Juicio Final"
"3894","door",0,0,0,0,0,0,0,0,0,0,"puerta"
"3895","doorbell",0,0,0,0,0,0,0,0,0,0,"timbre de la puerta"
"3896","doorway",0,0,0,0,0,0,0,0,0,0,"puerta"
"3897","dormant",0,0,0,0,0,0,0,0,0,0,"latente"
"3898","dormitory",0,0,0,0,0,0,0,0,0,0,"dormitorio"
"3899","dorsal",0,0,0,0,0,0,0,0,0,0,"dorsal"
"3900","dose",0,0,0,0,0,0,0,0,0,0,"dosis"
"3901","dot",0,0,0,0,0,0,0,0,0,0,"punto"
"3902","double",0,0,0,0,0,0,0,0,0,0,"doble"
"3903","doubled",0,0,0,0,0,0,0,0,0,0,"duplicado"
"3904","doublet",0,0,0,0,0,0,0,0,0,0,"doblete"
"3905","doubling",0,0,0,0,0,0,0,0,0,0,"duplicación"
"3906","doubt",0,0,0,1,0,1,0,1,0,1,"duda"
"3907","doubtful",0,0,0,0,0,1,0,0,0,0,"dudoso"
"3908","doubting",0,0,0,0,0,1,0,0,0,0,"inseguro"
"3909","doubtless",0,0,0,0,0,0,1,0,0,1,"indudable"
"3910","douche",0,0,0,0,0,1,0,0,0,0,"ducha"
"3911","dough",0,0,0,0,0,0,0,0,0,0,"masa"
"3912","doughnut",0,0,0,0,0,0,0,0,0,0,"rosquilla"
"3913","dour",0,0,0,0,0,1,0,0,0,0,"austero"
"3914","dove",0,1,0,0,1,0,1,0,0,1,"paloma"
"3915","downcast",0,0,0,0,0,0,0,0,0,0,"alicaído"
"3916","downfall",0,0,0,1,0,1,0,1,0,0,"caída"
"3917","downhill",0,0,0,0,0,0,0,0,0,0,"cuesta abajo"
"3918","downpour",0,0,0,0,0,0,0,0,0,0,"aguacero"
"3919","downright",0,0,0,0,0,0,0,0,0,1,"completamente"
"3920","downy",0,0,0,0,0,0,1,0,0,0,"velloso"
"3921","dowry",0,0,0,0,0,0,0,0,0,0,"dote"
"3922","doze",0,0,0,0,0,0,0,0,0,0,"dormitar"
"3923","dozen",0,0,0,0,0,0,0,0,0,0,"docena"
"3924","drab",0,0,0,0,0,1,0,1,0,0,"monótono"
"3925","draft",0,1,0,0,0,0,0,0,0,0,"reclutar"
"3926","drag",0,0,0,0,0,0,0,0,0,0,"arrastrar"
"3927","dragon",0,0,0,1,0,0,0,0,0,0,"continuar"
"3928","drain",0,0,0,0,0,0,0,0,0,0,"fuga"
"3929","drainage",0,0,0,0,0,1,0,0,0,0,"drenaje"
"3930","drained",0,0,0,0,0,0,0,0,0,0,"agotado"
"3931","drake",0,0,0,0,0,0,0,0,0,0,"pato"
"3932","drama",0,0,0,0,0,0,0,0,0,0,"drama"
"3933","dramatic",0,0,0,0,0,0,0,0,0,0,"dramático"
"3934","drape",0,0,0,0,0,0,0,0,0,0,"cubrir"
"3935","drapery",0,0,0,0,0,0,0,0,0,0,"pañería"
"3936","drastic",0,0,0,0,0,0,0,0,0,0,"drástico"
"3937","draught",0,0,0,0,0,0,0,0,0,0,"Barril"
"3938","draw",0,0,0,0,0,0,0,0,0,0,"dibujar"
"3939","drawback",0,0,0,0,0,1,0,0,0,0,"retirarse"
"3940","drawer",0,0,0,0,0,0,0,0,0,0,"cajón"
"3941","drawers",0,0,0,0,0,0,0,0,0,0,"cajones"
"3942","drawing",0,0,0,0,0,0,0,0,0,0,"dibujo"
"3943","dread",0,1,0,1,0,1,0,0,0,0,"miedo"
"3944","dreadful",1,1,1,1,0,1,0,1,0,0,"terrible"
"3945","dreadfully",0,0,1,1,0,1,0,1,1,0,"horrorosamente"
"3946","dream",0,0,0,0,0,0,0,0,0,0,"sueño"
"3947","dreamer",0,0,0,0,0,0,0,0,0,0,"soñador"
"3948","dreaming",0,0,0,0,0,0,0,0,0,0,"soñando"
"3949","dreamy",0,0,0,0,0,0,0,0,0,0,"soñador"
"3950","dreary",0,0,0,0,0,1,0,1,0,0,"triste"
"3951","dredge",0,0,0,0,0,0,0,0,0,0,"dragar"
"3952","drenched",0,0,0,0,0,0,0,0,0,0,"empapado"
"3953","dresser",0,0,0,0,0,0,0,0,0,0,"vestidor"
